Code	Codelist Code	Codelist Extensible (Yes/No)	Codelist Name	CDISC Submission Value	CDISC Synonym(s)	CDISC Definition	NCI Preferred Term
C139067	C65047		Laboratory Test Code	CHCM	Corpuscular HGB Concentration Mean	A direct measurement of the concentration of hemoglobin within individual erythrocytes in a biological specimen, reported as a mean.	Corpuscular Hemoglobin Concentration Mean
C138970	C65047		Laboratory Test Code	CHCMR	Ret. Corpuscular HGB Concentration Mean; Reticulocyte Corpuscular Hemoglobin Concentration Mean	An indirect measurement of the average concentration of hemoglobin per reticulocyte in a biological specimen, calculated as the ratio of hemoglobin to hematocrit.	Reticulocyte Corpuscular Hemoglobin Concentration Mean
C139066	C65047		Laboratory Test Code	CHCNT	Cellular Hemoglobin Content; CH; Corpuscular Hemoglobin Content	A measurement of the mean erythrocyte hemoglobin content within an individual erythrocyte, calculated as the product of cell volume and cell hemoglobin concentration.	Corpuscular Hemoglobin Content
C181430	C65047		Laboratory Test Code	CHDH7A25	7alpha,25-Dihydroxycholesterol	A measurement of the 7alpha,25-dihydroxycholesterol in a biological specimen.	7alpha,25-Dihydroxycholesterol Measurement
C181431	C65047		Laboratory Test Code	CHDH7A27	7alpha,27-Dihydroxycholesterol	A measurement of the 7alpha,27-dihydroxycholesterol in a biological specimen.	7alpha,27-Dihydroxycholesterol Measurement
C139068	C65047		Laboratory Test Code	CHDW	Corpuscular Hemoglobin Concentration Distribution Width; Corpuscular HGB Conc Distribution Width	A measurement of the standard deviation of hemoglobin concentrations in erythrocytes in a biological specimen, calculated as the standard deviation of hemoglobin content divided by the mean hemoglobin content.	Corpuscular Hemoglobin Concentration Distribution Width
C139069	C65047		Laboratory Test Code	CHDWR	Ret Corpuscular HGB Conc Distr Width; Reticulocyte Corpuscular Hemoglobin Distribution Width	A measurement of the standard deviation of hemoglobin concentrations in reticulocytes in a biological specimen, calculated as the standard deviation of hemoglobin content divided by the mean hemoglobin content.	Reticulocyte Corpuscular Hemoglobin Distribution Width
C181423	C65047		Laboratory Test Code	CHE24S25	24(S),25-Epoxycholesterol	A measurement of the 24(S),25-epoxycholesterol in a biological specimen.	24(S),25-Epoxycholesterol Measurement
C187795	C65047		Laboratory Test Code	CHITTDS	Chitinase 1; Chitotriosidase; Chitotriosidase-1	A measurement of the chitotriosidase-1 in a biological specimen.	Chitotriosidase-1 Measurement
C120633	C65047		Laboratory Test Code	CHLMCRN	Chylomicrons	A measurement of the chylomicrons in a biological specimen.	Chylomicrons Measurement
C174302	C65047		Laboratory Test Code	CHLMCRNT	Chylomicron Triglyceride	A measurement of the chylomicron triglyceride in a biological specimen.	Chylomicron Triglyceride Measurement
C184612	C65047		Laboratory Test Code	CHLRHDRT	Chloral Hydrate; Mickey Finn; Trichloroacetaldehyde Monohydrate	A measurement of the chloral hydrate in a biological specimen.	Chloral Hydrate Measurement
C177968	C65047		Laboratory Test Code	CHLRPMZN	Chlorpromazine	A measurement of the chlorpromazine in a biological specimen.	Chlorpromazine Measurement
C105586	C65047		Laboratory Test Code	CHOL	Cholesterol; Total Cholesterol	A measurement of the cholesterol in a biological specimen.	Cholesterol Measurement
C172499	C65047		Laboratory Test Code	CHOLATE	Cholate; Cholic Acid	A measurement of the cholate in a biological specimen.	Cholate Measurement
C176232	C65047		Laboratory Test Code	CHOLCM	Cholate Compounds; Cholic Acid Compounds	A measurement of the cholic acid, glycocholic acid, hyocholic acid, and taurocholic acid in a biological specimen.	Cholate Compounds Measurement
C225598	C65047		Laboratory Test Code	CHOLESTR	Cholesteryl Esters	A measurement of the cholesteryl esters in a biological specimen.	Cholesteryl Ester Measurement
C181420	C65047		Laboratory Test Code	CHOLH20S	20(S)-Hydroxycholesterol; 20-Alpha-Hydroxycholesterol	A measurement of the 20(S)-hydroxycholesterol in a biological specimen.	20(S)-Hydroxycholesterol Measurement
C181421	C65047		Laboratory Test Code	CHOLH22R	22(R)-Hydroxycholesterol	A measurement of the 22(R)-hydroxycholesterol in a biological specimen.	22(R)-Hydroxycholesterol Measurement
C181422	C65047		Laboratory Test Code	CHOLH22S	22(S)-Hydroxycholesterol	A measurement of the 22(S)-hydroxycholesterol in a biological specimen.	22(S)-Hydroxycholesterol Measurement
C181424	C65047		Laboratory Test Code	CHOLH24R	24(R)-Hydroxycholesterol	A measurement of the 24(R)-hydroxycholesterol in a biological specimen.	24(R)-Hydroxycholesterol Measurement
C181425	C65047		Laboratory Test Code	CHOLH24S	24(S)-Hydroxycholesterol	A measurement of the 24(S)-hydroxycholesterol in a biological specimen.	24(S)-Hydroxycholesterol Measurement
C181426	C65047		Laboratory Test Code	CHOLH25	25-Hydroxycholesterol	A measurement of the 25-hydroxycholesterol in a biological specimen.	25-Hydroxycholesterol Measurement
C181427	C65047		Laboratory Test Code	CHOLH27	27-Hydroxycholesterol	A measurement of the 27-hydroxycholesterol in a biological specimen.	27-Hydroxycholesterol Measurement
C181432	C65047		Laboratory Test Code	CHOLH7A	7alpha-Hydroxycholesterol	A measurement of the 7alpha-hydroxycholesterol in a biological specimen.	7alpha-Hydroxycholesterol Measurement
C181433	C65047		Laboratory Test Code	CHOLH7B	7beta-Hydroxycholesterol	A measurement of the 7beta-hydroxycholesterol in a biological specimen.	7beta-Hydroxycholesterol Measurement
C80171	C65047		Laboratory Test Code	CHOLHDL	Cholesterol/HDL-Cholesterol	A relative measurement (ratio or percentage) of total cholesterol to high-density lipoprotein cholesterol (HDL-C) in a biological specimen.	Cholesterol to HDL-Cholesterol Ratio Measurement
C92289	C65047		Laboratory Test Code	CHOLINES	Cholinesterase	A measurement of the cholinesterase in a biological specimen.	Cholinesterase Measurement
C181434	C65047		Laboratory Test Code	CHOLK7	7-Ketocholesterol; 7-Oxocholesterol	A measurement of the 7-ketocholesterol in a biological specimen.	7-Ketocholesterol Measurement
C156514	C65047		Laboratory Test Code	CHOLOH4B	4-Beta-Hydroxycholesterol	A measurement of the 4-beta-hydroxycholesterol in a biological specimen.	4-Beta-Hydroxycholesterol Measurement
C181435	C65047		Laboratory Test Code	CHOLSTNL	5alpha-Cholestanol; Beta-Cholestanol; Cholestanol; Dehydrocholesterol; Zymostanol	A measurement of the cholestanol in a biological specimen.	Cholestanol Measurement
C181436	C65047		Laboratory Test Code	CHOLSULF	Cholesterol Sulfate	A measurement of the cholesterol sulfate in a biological specimen.	Cholesterol Sulfate Measurement
C111159	C65047		Laboratory Test Code	CHYTRYP	Chymotrypsin	A measurement of the total chymotrypsin in a biological specimen.	Chymotrypsin Measurement
C127611	C65047		Laboratory Test Code	CIC	Circulating Immune Complexes	A measurement of the circulating immune complexes in a biological specimen.	Circulating Immune Complex Measurement
C122109	C65047		Laboratory Test Code	CIT	Citrulline	A measurement of the citrulline in a biological specimen.	Citrulline Measurement
C122110	C65047		Laboratory Test Code	CITCREAT	Citrate/Creatinine; Citric Acid/Creatinine	A relative measurement (ratio or percentage) of the citrate to creatinine in a biological specimen.	Citrate to Creatinine Ratio Measurement
C92248	C65047		Laboratory Test Code	CITRATE	Citrate; Citric Acid	A measurement of the citrate in a biological specimen.	Citrate Measurement
C163425	C65047		Laboratory Test Code	CITRTEXR	Citrate Excretion Rate	A measurement of the amount of citrate being excreted in a biological specimen over a defined amount of time (e.g. one hour).	Citrate Excretion Rate
C64489	C65047		Laboratory Test Code	CK	CPK; Creatine Kinase; Creatine Phosphokinase	A measurement of the total creatine kinase in a biological specimen.	Creatine Kinase Measurement
C64490	C65047		Laboratory Test Code	CKBB	Creatine Kinase BB	A measurement of the homozygous B-type creatine kinase in a biological specimen.	Creatine Kinase BB Measurement
C79466	C65047		Laboratory Test Code	CKBBCK	Creatine Kinase BB/Total Creatine Kinase	A relative measurement (ratio or percentage) of the BB-type creatine kinase to total creatine kinase in a biological specimen.	Creatine Kinase BB to Total Creatine Kinase Ratio Measurement
C64491	C65047		Laboratory Test Code	CKMB	Creatine Kinase MB	A measurement of the heterozygous MB-type creatine kinase in a biological specimen.	Creatine Kinase MB Measurement
C79441	C65047		Laboratory Test Code	CKMBCK	Creatine Kinase MB/Total Creatine Kinase	A relative measurement (ratio or percentage) of the MB-type creatine kinase to total creatine kinase in a biological specimen.	Creatine Kinase MB to Total Creatine Kinase Ratio Measurement
C64494	C65047		Laboratory Test Code	CKMM	Creatine Kinase MM	A measurement of the homozygous M-type creatine kinase in a biological specimen.	Creatine Kinase MM Measurement
C79442	C65047		Laboratory Test Code	CKMMCK	Creatine Kinase MM/Total Creatine Kinase	A relative measurement (ratio or percentage) of the MM-type creatine kinase to total creatine kinase in a biological specimen.	Creatine Kinase MM to Total Creatine Kinase Ratio Measurement
C147319	C65047		Laboratory Test Code	CKMT1CK	CK, Macromolecular Type 1/Total CK; Creatine Kinase, Macromolecular Type 1/Total Creatine Kinase	A relative measurement (ratio or percentage) of the macromolecular type 1 creatine kinase to total creatine kinase in a biological specimen.	Macromolecular Type 1 Creatine Kinase to Total Creatine Kinase Ratio Measurement
C147320	C65047		Laboratory Test Code	CKMT2CK	CK, Macromolecular Type 2/Total CK; Creatine Kinase, Macromolecular Type 2/Total Creatine Kinase	A relative measurement (ratio or percentage) of the macromolecular type 2 creatine kinase to total creatine kinase in a biological specimen.	Macromolecular Type 2 Creatine Kinase to Total Creatine Kinase Ratio Measurement
C64495	C65047		Laboratory Test Code	CL	Chloride	A measurement of the chloride in a biological specimen.	Chloride Measurement
C96594	C65047		Laboratory Test Code	CLARITY	Clarity	A measurement of the transparency of a biological specimen.	Clarity Measurement
C106509	C65047		Laboratory Test Code	CLCLR	Chloride Clearance	A measurement of the volume of serum or plasma that would be cleared of chloride by excretion of urine for a specified unit of time (e.g. one minute).	Chloride Clearance Measurement
C79440	C65047		Laboratory Test Code	CLCREAT	Chloride/Creatinine	A relative measurement (ratio or percentage) of the chloride to creatinine in a biological specimen.	Chloride to Creatinine Ratio Measurement
C74848	C65047		Laboratory Test Code	CLCTONN	Calcitonin	A measurement of the calcitonin hormone in a biological specimen.	Calcitonin Measurement
C74849	C65047		Laboratory Test Code	CLCTRIOL	Calcitriol	A measurement of the calcitriol hormone in a biological specimen.	Calcitriol Measurement
C135405	C65047		Laboratory Test Code	CLEPNSQE	Columnar Epi Cells/Non-Squam Epi Cells	A relative measurement (ratio or percentage) of the columnar epithelial cells to non-squamous epithelial cells in a biological specimen.	Columnar Epithelial Cells to Non-Squamous Epithelial Cells Ratio Measurement
C150816	C65047		Laboratory Test Code	CLEXR	Chloride Excretion Rate	A measurement of the amount of chloride being excreted in a biological specimen over a defined period of time (e.g. one hour).	Chloride Excretion Rate
C139082	C65047		Laboratory Test Code	CLNZPM	Clonazepam	A measurement of the clonazepam present in a biological specimen.	Clonazepam Measurement
C184613	C65047		Laboratory Test Code	CLOBAZAM	Clobazam; cloBAZam	A measurement of the clobazam in a biological specimen.	Clobazam Measurement
C184581	C65047		Laboratory Test Code	CLOSTBL	Clostebol	A measurement of the clostebol in a biological specimen.	Clostebol Measurement
C214694	C65047		Laboratory Test Code	CLOTFAA	Alpha Angle; Alpha-Angle; Clot Formation Alpha Angle	A measurement of the angle of incline (tangent at 20mm and the midline) during the rising phase of the thromboelastogram curve, during the clot formation process.	Clot Formation Alpha Angle Measurement
C214688	C65047		Laboratory Test Code	CLOTFM	Clot Amplitude; Clot Firmness	A measurement of the firmness of a clot.	Clot Firmness Measurement
C214691	C65047		Laboratory Test Code	CLOTFMMX	Maximum Clot Amplitude; Maximum Clot Firmness	A measurement of the maximum firmness of a clot.	Maximum Clot Firmness Measurement
C214689	C65047		Laboratory Test Code	CLOTFTIM	CFT; Clot Formation Time	A measurement of the elapsed time from the start of clot formation to the point at which the clot reaches a firmness of 20mm.	Clot Formation Time Measurement
C214690	C65047		Laboratory Test Code	CLOTITIM	Clot Initiation Time; Clotting Time; CT	A measurement of the elapsed time from the addition of the clot activating agent to the start of clot formation.	Clot Initiation Time Measurement
C214692	C65047		Laboratory Test Code	CLOTLYIX	Clot LI; Clot Lysis Index	A relative measurement (percentage) of remaining clot stability in relation to the maximum clot firmness value at some time point after clot initiation time.	Clot Lysis Index
C214693	C65047		Laboratory Test Code	CLOTLYMX	Maximum Clot Lysis; Maximum Lysis	A relative measurement (percentage) of the decrease in amplitude of the waveform at rotational thromboelastometry test completion.	Maximum Clot Lysis Measurement
C181438	C65047		Laboratory Test Code	CLOTRTC	Clot Retraction; Clot Retraction, Qualitative	A qualitative assessment of clot retraction in a biological specimen.	Qualitative Clot Retraction Measurement
C181437	C65047		Laboratory Test Code	CLOTRTCT	Clot Retraction Time	A measurement of the amount of time it takes for a clot to retract, or pull away from, the wall of a glass collection container.	Clot Retraction Time Measurement
C184580	C65047		Laboratory Test Code	CLPHTRMN	Chlorphentermine	A measurement of the chlorphentermine in a biological specimen.	Chlorphentermine Measurement
C75371	C65047		Laboratory Test Code	CLRDZPXD	Chlordiazepoxide	A measurement of the chlordiazepoxide present in a biological specimen.	Chlordiazepoxide Measurement
C139077	C65047		Laboratory Test Code	CLRZPT	Clorazepate	A measurement of the clorazepate present in a biological specimen.	Clorazepate Measurement
C187805	C65047		Laboratory Test Code	CLT	Clot Lysis Time; ECLT; ELT; Euglobulin Clot Lysis Time; Euglobulin Lysis Time	A measurement of the amount of time it takes for dissolution of a fibrin clot in a biological specimen.	Euglobulin Clot Lysis Time
C102261	C65047		Laboratory Test Code	CLUECE	Clue Cells	A measurement of the clue cells in a biological specimen.	Clue Cell Count
C186031	C65047		Laboratory Test Code	CLZPMAOM	Clonazepam and/or Metabolites	A measurement of the clonazepam and/or its metabolite(s) present in a biological specimen, for an assay that can measure both clonazepam and its metabolites.	Clonazepam and/or Metabolites Measurement
C139084	C65047		Laboratory Test Code	CMONOX	Carbon Monoxide	A measurement of the carbon monoxide in a specimen.	Carbon Monoxide Measurement
C163426	C65047		Laboratory Test Code	CMPK2	Cytidine-Uridine Monophosphate Kinase 2; Cytidine/Uridine Monophosphate Kinase 2	A measurement of the cytidine-uridine monophosphate kinase 2 in a biological specimen.	Cytidine-Uridine Monophosphate Kinase 2 Measurement
C199890	C65047		Laboratory Test Code	CNTF	Ciliary Neurotrophic Factor	A measurement of the ciliary neurotrophic factor in a biological specimen.	Ciliary Neurotrophic Factor Measurement
